nseeds,max_factorization_relative_error,ranks,largest_eigenvalue_max,minimum_resource,median_error_eta16,median_error_eta256,median_loglog_slope,slope_q025,slope_q975
30,2.1516872651165134e-16,2,1.0452482878527298e-16,0.3778725811902782,0.009674146352935897,0.0006193618716100191,-0.99157470781768,-0.9947623890154677,-0.9900459278268863
